id,word,fast_meaning,example_sentence,source,sort_order,created_at,updated_at
1,aberrant,departing from the norm,The aberrant result was removed only after the lab found a recording error. | Such aberrant behavior is unusual for him. | The software crashed due to an aberrant code loop. | They studied the aberrant cell growth. | The weather has been completely aberrant lately.,sat_300_plus_vocab_dataset,11,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
182,laconic,using few words,His laconic reply revealed neither excitement nor disappointment. | The laconic cowboy simply nodded his head. | The laconic text message read simply 'No.' | The general is famous for his laconic battle commands. | A laconic style of writing can be very powerful.,sat_300_plus_vocab_dataset,201,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
183,latent,present but hidden,The crisis revealed a latent weakness in the city's emergency plan. | The latent virus flared up when his immune system dropped. | The latent fingerprint was discovered on the glass. | The latent talent of the quiet student was finally noticed. | The latent heat in the ocean fuels the hurricane.,sat_300_plus_vocab_dataset,295,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
184,laudable,deserving of praise,The group's laudable goal was weakened by poor planning. | The charity's laudable efforts saved hundreds of animals. | His laudable honesty in returning the wallet impressed the police. | The initiative is highly laudable even if it fails. | Her laudable dedication to the project was rewarded.,sat_300_plus_vocab_dataset,203,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
185,leery,cautious and distrustful,"After the misleading advertisement, customers became leery of the company’s claims. | The leery consumer changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its leery consumer became clear once the evidence was examined. | In the debate, the speaker’s leery consumer mattered as much as the facts he presented. | A careful reader would notice how the leery consumer reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100185,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
186,lethargic,sluggish and tired,The class seemed lethargic after the long assembly. | The heavy meal made him feel lethargic all afternoon. | The lethargic lizard basked slowly in the sun. | The economy remains lethargic despite the tax cuts. | The medication's side effects include a lethargic feeling.,sat_300_plus_vocab_dataset,204,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
187,lucid,clear and easy to understand,The witness gave a lucid account of events despite the stress. | The author presents a lucid explanation of quantum physics. | The fever broke and the patient became lucid again. | The instructions must be lucid enough for a child to follow. | She had a lucid dream where she controlled her actions.,sat_300_plus_vocab_dataset,205,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
188,magnanimous,generous toward rivals,The winner was magnanimous and praised the skill of her opponent. | The king was magnanimous in victory and spared the rebel leaders. | It was a magnanimous gesture to forgive the debt. | The magnanimous donor funded the entire hospital wing. | The magnanimous spirit of the community helped rebuild the town.,sat_300_plus_vocab_dataset,206,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
189,malleable,easily shaped or influenced,The metal is malleable when heated and brittle when cold. | A child's mind is highly malleable and absorbs everything. | The clay remains malleable as long as it is kept wet. | The malleable politician changed his views based on the polls. | Gold is an incredibly malleable element.,sat_300_plus_vocab_dataset,207,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
190,marginalize,push to the edge or exclude,"The policy unintentionally marginalized rural students who lacked reliable internet access. | The editorial tried to marginalize students without reliable internet, but its evidence was too thin to persuade careful readers. | Rather than marginalize students without reliable internet, the author acknowledged uncertainty and strengthened the argument. | The committee’s attempt to marginalize students without reliable internet became a central issue in the investigation. | In the final paragraph, new testimony helps marginalize students without reliable internet and changes the reader’s interpretation.",sat_300_plus_vocab_dataset,100190,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
191,mendacious,not truthful or honest,"The investigation exposed mendacious testimony that had distorted the public record. | The mendacious account changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its mendacious account became clear once the evidence was examined. | In the debate, the speaker’s mendacious account mattered as much as the facts he presented. | A careful reader would notice how the mendacious account reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100191,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
192,mercurial,changeable and unpredictable,"The CEO’s mercurial decisions made long-term planning nearly impossible. | The mercurial leader changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its mercurial leader became clear once the evidence was examined. | In the debate, the speaker’s mercurial leader mattered as much as the facts he presented. | A careful reader would notice how the mercurial leader reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100192,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
193,meticulous,extremely careful with details,The meticulous archivist recorded every change to the fragile documents. | The meticulous tailor ensured every seam was perfect. | She kept a meticulous record of all her expenses. | The meticulous planning prevented any disasters during the launch. | He is meticulous about keeping his workspace organized.,sat_300_plus_vocab_dataset,208,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
194,mitigate,make less severe,Trees can mitigate urban heat by shading streets and buildings. | The government took steps to mitigate the effects of the drought. | The lawyer tried to mitigate her client's sentence. | A good shock absorber will mitigate the bumps in the road. | They implemented software to mitigate the cyber threat.,sat_300_plus_vocab_dataset,209,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
195,mollify,soothe someone's anger,The principal tried to mollify parents by explaining the revised schedule. | The airline offered free tickets to mollify the stranded passengers. | The baby was finally mollified by a warm bottle. | The politician attempted to mollify his critics with a compromise. | Nothing he said could mollify her fury.,sat_300_plus_vocab_dataset,297,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
196,morose,gloomy and sullen,After the defeat the normally cheerful captain became morose. | The morose teenager locked himself in his room. | A morose silence fell over the dinner table. | The movie's morose tone depressed the audience. | The rainy weather made everyone feel morose.,sat_300_plus_vocab_dataset,211,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:19.21454+00
197,multifaceted,having many aspects,"The problem is multifaceted, involving transportation, housing, and public health. | The multifaceted problem changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its multifaceted problem became clear once the evidence was examined. | In the debate, the speaker’s multifaceted problem mattered as much as the facts he presented. | A careful reader would notice how the multifaceted problem reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100197,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
198,munificent,very generous in giving,"The foundation’s munificent grant allowed the library to preserve thousands of rare recordings. | The munificent donor changed the passage’s tone, making the author’s attitude unmistakable. | Although the claim first appeared plausible, its munificent donor became clear once the evidence was examined. | In the debate, the speaker’s munificent donor mattered as much as the facts he presented. | A careful reader would notice how the munificent donor reveals a deeper conflict beneath the surface.",sat_300_plus_vocab_dataset,100198,2026-05-14 21:53:21.843548+00,2026-05-19 22:10:17.012665+00
